gene,count
ATOH1,2826
ATOH7,6818
ATOH8,6762
ATOSA,125251
ATOSB,10450
ATOX1,44860
ATP10A,4210
ATP10B,1057
ATP10D,18383
ATP11A,28728
ATP11B,65498
ATP11C,12745
ATP12A,3088
ATP13A1,72868
ATP13A2,1863
ATP13A3,61782
ATP13A4,10639
ATP13A5,7105
ATP1A1,68869
ATP1A2,4199
ATP1A4,4010
ATP1B1,430
ATP1B2,4267
ATP1B4,4071
ATP23,9973
ATP2A1,254
ATP2A2,132094
ATP2A3,11102
ATP2B1,39823
ATP2B2,1622
ATP2B3,1611
ATP2B4,28909
ATP2C1,116911
ATP2C2,60081
ATP4A,1855
ATP4B,3027
ATP5F1A,166483
ATP5F1B,568
ATP5F1C,61381
ATP5F1D,14422
ATP5MC1,9917
ATP5MC2,28796
ATP5MC3,11166
ATP5ME,7887
ATP5MF,4777
ATP5MG,8176
ATP5MGL,3422
ATP5MJ,23316
ATP5MK,2377
ATP5PD,8161
ATP5PF,44747
ATP5PO,891
ATP6AP1,149622
ATP6AP2,24813
ATP6V0A1,20586
ATP6V0A2,33679
ATP6V0A4,10430
ATP6V0B,38593
ATP6V0C,1140
ATP6V0D1,5525
ATP6V0D2,6557
ATP6V0E1,59854
ATP6V0E2,14919
ATP6V1A,52286
ATP6V1B1,186869
ATP6V1B2,38519
ATP6V1C1,83756
ATP6V1C2,4280
ATP6V1D,55426
ATP6V1E1,9300
ATP6V1E2,7663
ATP6V1F,25872
ATP6V1FNB,3191
ATP6V1G1,273703
ATP6V1G2,6648
ATP6V1G3,3486
ATP6V1H,68812
ATP7A,42980
ATP7B,10001
ATP8A1,29673
ATP8A2,5003
ATP8B1,105785
ATP8B2,44245
ATP8B3,3967
ATP8B4,13270
ATP9A,55014
ATP9B,75795
ATPAF1,95862
ATPAF2,12431
ATPSCKMT,29453
ATR,29107
ATRAID,107239
ATRIP,2467
ATRN,45476
ATRNL1,3040
ATRX,56537
ATXN1,28643
ATXN10,40382
ATXN1L,26782
ATXN2,68596
ATXN2L,123691
ATXN3,41922
ATXN3L,5938
ATXN7,26145
ATXN7L1,34372
ATXN7L2,9435
ATXN7L3,28065
ATXN7L3B,28008
AUH,17695
AUNIP,7296
AUP1,121703
AURKA,22967
AURKB,8112
AURKC,4780
AUTS2,94702
AVEN,10551
AVIL,6912
AVL9,82535
AVPI1,4596
AVPR1A,14985
AVPR1B,2925
AVPR2,698
AWAT1,3300
AWAT2,2214
AXDND1,741
AXIN1,17110
AXIN2,33736
AXL,35868
AZGP1,25877
AZI2,31530
AZIN1,105246
AZIN2,5612
AZU1,5520
B2M,444871
B3GALNT1,44840
B3GALNT2,9598
B3GALT1,5620
B3GALT2,4321
B3GALT4,9469
B3GALT5,1589
B3GALT6,16733
B3GALT9,13246
B3GAT1,3894
B3GAT2,4596
B3GAT3,19651
B3GLCT,20997
B3GNT2,33402
B3GNT3,2038
B3GNT4,2813
B3GNT5,12991
B3GNT6,3365
B3GNT7,4212
B3GNT8,1925
B3GNT9,6181
B3GNTL1,4272
B4GALNT1,3605
B4GALNT2,7188
B4GALNT3,60273
B4GALNT4,21152
B4GALT1,69355
B4GALT2,39821
B4GALT3,71925
B4GALT4,2459
B4GALT5,14600
B4GALT6,8091
B4GALT7,25422
B4GAT1,124654
B9D1,8013
B9D2,10051
BAALC,5066
BAAT,3717
BABAM1,59429
BABAM2,24635
BACE1,13971
BACE2,52474
BACH1,106543
BACH2,6382
BAD,21985
BAG1,94295
BAG2,6991
BAG3,83120
BAG4,5950
BAG5,29907
BAG6,79319
BAHCC1,12556
BAHD1,15993
BAIAP2,18421
BAIAP2L1,39569
BAIAP2L2,668
BAIAP3,14548
BAK1,2105
BAMBI,37906
BANF1,40643
BANF2,3011
BANK1,11328
BANP,16034
BAP1,37909
BARD1,33910
BARHL1,1003
BARHL2,1961
BARX1,1339
BARX2,92470
BASP1,2244
BATF,4528
BATF2,4588
BATF3,3689
BAX,13593
BAZ1A,69814
BAZ1B,33360
BAZ2A,72326
BAZ2B,62525
BBC3,9640
BBIP1,24682
BBLN,25634
BBOF1,26375
BBOX1,7004
BBS1,81800
BBS10,26920
BBS12,10597
BBS2,70494
BBS4,42334
BBS5,11951
BBS7,23983
BBS9,21548
BBX,46467
BCAM,7104
BCAN,4691
BCAP29,25501
BCAP31,53525
BCAR1,14278
BCAR3,23600
BCAS1,738
BCAS2,20966
BCAS3,44261
BCAS4,7918
BCAT1,896
BCAT2,69821
BCCIP,83711
BCDIN3D,15403
BCHE,5629
BCKDHA,54023
BCKDHB,12348
BCKDK,16190
BCL10,24572
BCL11A,6518
BCL11B,11039
BCL2,210242
BCL2A1,8273
BCL2L1,85061
BCL2L10,5793
BCL2L11,34284
BCL2L12,3685
BCL2L13,47758
BCL2L15,5767
BCL2L2,69367
BCL3,37236
BCL6,17455
BCL6B,5507
BCL7A,27322
BCL7B,57413
BCL7C,5075
BCL9,46909
BCL9L,26619
BCLAF1,3420
BCLAF3,56357
BCO1,2933
BCO2,5479
BCOR,30843
BCORL1,14544
BCR,56120
BCS1L,8249
BDH1,16045
BDH2,15772
BDKRB1,4680
BDKRB2,4167
BDNF,4028
BDP1,80519
BEAN1,7303
BECN1,51155
BECN2,1445
BEGAIN,1949
BEND2,881
BEND3,5381
BEND4,3647
BEND5,3276
BEND6,8872
BEND7,11041
BEST1,5491
BEST2,3318
BEST3,47975
BEST4,2049
BET1,60871
BET1L,10217
BEX1,3600
BEX2,8845
BEX3,21147
BEX4,44730
BEX5,4807
BFAR,57389
BFSP1,5495
BFSP2,5148
BGN,3663
BHLHE22,2920
BHLHE40,274515
BHLHE41,67110
BHMT,2613
BHMT2,8782
BICC1,24196
BICD1,22389
BICD2,38405
BICDL1,53276
BICDL2,125290
BICRA,22512
BICRAL,43396
BID,22148
BIK,20010
BIN1,13013
BIN2,8217
BIN3,10174
BIRC2,65091
BIRC3,25702
BIRC5,26393
BIRC6,50088
BIRC7,351
BIVM,22707
BLACAT1,2549
BLCAP,85198
BLID,3577
BLK,1449
BLM,10398
BLMH,7823
BLNK,27057
BLOC1S1,33611
BLOC1S2,42576
BLOC1S3,12113
BLOC1S4,27524
BLOC1S5,44617
BLOC1S6,56923
BLTP1,88603
BLTP2,66086
BLTP3A,27919
BLTP3B,21516
BLVRA,110738
BLVRB,12589
BLZF1,34692
BMAL1,19557
BMAL2,4702
BMERB1,12854
BMF,9420
BMI1,43820
BMP1,10251
BMP10,4343
BMP15,2933
BMP2,3258
BMP2K,40623
BMP3,4375
BMP4,16319
BMP5,4266
BMP6,8397
BMP7,8355
BMP8A,4809
BMP8B,4187
BMPER,12090
BMPR1B,102595
BMPR2,37652
BMS1,84529
BMT2,28100
BMX,4540
BNC1,3713
BNC2,9080
