gene,count
ACTL8,142
IGSF21,521
KLHDC7A,400
PAX7,140
TAS1R2,29
ALDH4A1,1249
IFFO2,2804
UBR4,6493
EMC1,1916
MRTO4,1936
AKR7A2,2975
SLC66A1,754
CAPZB,10708
MICOS10,16652
NBL1,14649
HTR6,46
TMCO4,1511
RNF186,54
OTUD3,2258
PLA2G2E,40
PLA2G2A,108
PLA2G5,122
PLA2G2D,143
PLA2G2F,45
PLA2G2C,99
UBXN10,747
VWA5B1,59
CAMK2N1,8065
MUL1,1559
FAM43B,67
CDA,131
PINK1,3347
DDOST,2355
KIF17,102
SH2D5,40
HP1BP3,3128
EIF4G3,4502
ECE1,8546
NBPF3,414
ALPL,314
RAP1GAP,1529
USP48,6510
HSPG2,5022
CELA3B,46
CELA3A,62
WNT4,1297
ZBTB40,1383
EPHA8,81
C1QA,6311
C1QC,9348
C1QB,5792
EPHB2,692
LACTBL1,17
TEX46,79
KDM1A,8318
LUZP1,3789
HTR1D,169
HNRNPR,4823
ZNF436,4213
TCEA3,8735
ASAP3,2163
E2F2,435
ID3,4567
ELOA,4516
PITHD1,4911
GALE,4450
HMGCL,2883
FUCA1,2610
CNR2,66
PNRC2,8107
SRSF10,2438
MYOM3,67
IL22RA1,86
IFNLR1,280
GRHL3,530
STPG1,506
NIPAL3,1064
RCAN3,2950
NCMAP,173
SRRM1,8464
CLIC4,19914
RUNX3,769
SYF2,4311
RSRP1,15439
RHD,39
TMEM50A,11646
RHCE,216
MACO1,3925
LDLRAP1,2489
MAN1C1,493
SELENON,6954
MTFR1L,3501
AUNIP,604
PAQR7,970
STMN1,1071
PAFAH2,1140
EXTL1,264
SLC30A2,367
TRIM63,71
PDIK1L,1947
FAM110D,144
C1ORF232,37
AL391650.1,67
ZNF593,3692
CNKSR1,2751
CATSPER4,73
CEP85,2162
SH3BGRL3,17194
UBXN11,2516
CD52,1753
CRYBG2,286
ZNF683,360
LIN28A,137
DHDDS,2383
ARID1A,6358
PIGV,1079
ZDHHC18,2263
SFN,4661
GPN2,743
GPATCH3,1255
NUDC,9788
NR0B2,62
KDF1,1195
TRNP1,667
TENT5B,749
SLC9A1,2452
WDTC1,4386
TMEM222,837
SYTL1,3571
MAP3K6,1777
FCN3,189
CD164L2,265
GPR3,163
WASF2,6126
AHDC1,3580
FGR,467
IFI6,141258
FAM76A,1973
STX12,4479
PPP1R8,5879
THEMIS2,2002
RPA2,1264
SMPDL3B,849
XKR8,688
EYA3,4442
PTAFR,659
DNAJC8,4702
ATP5IF1,7958
SESN2,1876
MED18,1615
PHACTR4,3511
RCC1,3123
TRNAU1AP,1980
TAF12,3276
RAB42,722
GMEB1,1987
YTHDF2,5714
OPRD1,241
EPB41,2048
TMEM200B,387
SRSF4,7831
MECR,1914
PTPRU,2473
MATN1,76
LAPTM5,6383
SDC3,6101
PUM1,8467
NKAIN1,1033
SNRNP40,5062
ZCCHC17,4274
FABP3,922
SERINC2,9372
TINAGL1,2982
HCRTR1,32
PEF1,3820
COL16A1,5153
ADGRB2,3282
SPOCD1,781
KHDRBS1,3831
TMEM39B,1112
KPNA6,4891
TXLNA,5892
CCDC28B,394
IQCC,515
DCDC2B,58
TMEM234,2570
EIF3I,1771
FAM167B,482
LCK,365
HDAC1,6230
MARCKSL1,30241
TSSK3,99
FAM229A,183
BSDC1,9355
ZBTB8B,78
ZBTB8A,1364
RBBP4,699
SYNC,990
KIAA1522,13369
YARS,2251
S100PBP,4367
FNDC5,91
HPCA,76
TMEM54,4786
RNF19B,4016
AZIN2,1463
TRIM62,619
ZNF362,3932
A3GALT2,57
PHC2,8212
ZSCAN20,656
CSMD2,548
HMGB4,56
C1ORF94,17
SMIM12,3087
GJB5,117
GJB4,47
GJB3,136
GJA4,605
DLGAP3,81
TMEM35B,2043
ZMYM6,1735
ZMYM1,1799
SFPQ,6137
ZMYM4,7329
KIAA0319L,4633
NCDN,2124
TFAP2E,186
PSMB2,7634
C1ORF216,1241
CLSPN,1723
AGO4,2517
AGO1,5078
AGO3,2479
TEKT2,226
ADPRHL2,4114
COL8A2,1703
TRAPPC3,10367
MAP7D1,7528
THRAP3,6654
SH3D21,2967
EVA1B,4254
STK40,4329
LSM10,3503
OSCP1,802
CSF3R,1294
GRIK3,1392
ZC3H12A,3593
MEAF6,10780
SNIP1,2030
DNALI1,3092
GNL2,8670
RSPO1,109
C1ORF109,2015
CDCA8,1900
EPHA10,497
MANEAL,1034
YRDC,2055
C1ORF122,8250
MTF1,2147
INPP5B,2914
SF3A3,3012
FHL3,2689
UTP11,3191
POU3F1,99
RRAGC,3330
MYCBP,3229
GJA9,170
RHBDL2,1439
AKIRIN1,5346
NDUFS5,5149
MACF1,13167
BMP8A,852
PABPC4,3220
HEYL,542
NT5C1A,39
HPCAL4,54
PPIE,4891
BMP8B,578
OXCT2,157
TRIT1,2366
MYCL,565
MFSD2A,645
CAP1,2369
PPT1,14551
RLF,3899
TMCO2,71
ZMPSTE24,6186
COL9A2,1769
SMAP2,3902
ZFP69B,976
ZFP69,597
EXO5,1605
ZNF684,685
RIMS3,886
NFYC,3068
KCNQ4,366
CITED4,21264
CTPS1,3850
SLFNL1,141
SCMH1,3076
FOXO6,1494
EDN2,1411
HIVEP3,1847
GUCA2B,24
GUCA2A,60
FOXJ3,3599
RIMKLA,411
ZMYND12,446
PPCS,2762
CCDC30,1403
PPIH,1042
YBX1,24858
CLDN19,51
P3H1,1855
TMEM269,107
SVBP,4006
ERMAP,1478
ZNF691,1361
SLC2A1,15357
FAM183A,194
EBNA1BP2,8770
CFAP57,172
TMEM125,2848
C1ORF210,1695
TIE1,416
MPL,94
CDC20,2736
ELOVL1,7188
MED8,6871
SZT2,1323
HYI,3421
PTPRF,27618
KDM4A,4233
ST3GAL3,2374
ARTN,571
IPO13,2600
DPH2,3493
ATP6V0B,11617
B4GALT2,4923
CCDC24,3236
SLC6A9,1610
KLF17,47
KLF18,46
DMAP1,3328
ERI3,7471
RNF220,3617
TMEM53,702
ARMH1,335
KIF2C,2374
BEST4,114
PLK3,2304
TCTEX1D4,132
BTBD19,951
PTCH2,124
EIF2B3,2896
HECTD3,2820
UROD,3977
ZSWIM5,434
HPDL,236
MUTYH,226
TOE1,1324
TESK2,1589
CCDC163,379
MMACHC,733
PRDX1,9004
AKR1A1,8020
NASP,122
CCDC17,238
GPBP1L1,13888
TMEM69,2408
IPP,2362
MAST2,3592
PIK3R3,10480
TSPAN1,2953
P3R3URF,53
POMGNT1,5312
LURAP1,242
RAD54L,1035
LRRC41,6875
UQCRH,4263
NSUN4,2645
FAAH,2517
DMBX1,191
TMEM275,55
KNCN,49
MKNK1,1710
MOB3C,1291
ATPAF1,3743
TEX38,89
EFCAB14,9261
CYP4B1,1781
CYP4A11,37
CYP4X1,1791
CYP4Z1,988
CYP4A22,10
PDZK1IP1,3654
TAL1,89
STIL,1843
CMPK1,12207
FOXE3,54
FOXD2,207
TRABD2B,186
SLC5A9,83
SPATA6,1740
AGBL4,358
BEND5,388
ELAVL4,59
DMRTA2,49
FAF1,5447
CDKN2C,1630
C1ORF185,79
RNF11,9890
TTC39A,11892
EPS15,5661
OSBPL9,8125
NRDC,12349
RAB3B,152
TXNDC12,5912
KTI12,853
BTF3L4,11347
ZFYVE9,2884
CC2D1B,2165
ORC1,891
PRPF38A,5931
TUT4,4561
GPX7,1834
SHISAL2A,90
COA7,1175
ZYG11B,3635
ZYG11A,984
ECHDC2,5392
SCP2,12330
PODN,2512
SLC1A7,58
CPT2,2804
CZIB,3408
MAGOH,3731
LRP8,2296
DMRTB1,32
GLIS1,113
NDC1,4337
YIPF1,1364
DIO1,481
HSPB11,3822
LRRC42,4195
LDLRAD1,91
TMEM59,7962
TCEANC2,719
CDCP2,84
CYB5RL,1077
SSBP3,2244
ACOT11,1081
FAM151A,45
MROH7,281
TTC4,1382
PARS2,662
TTC22,1267
LEXM,84
DHCR24,20398
TMEM61,254
BSND,83
PCSK9,77
USP24,5276
PLPP3,5384
PRKAA2,458
FYB2,307
C8A,47
C8B,63
DAB1,127
OMA1,1951
TACSTD2,32030
MYSM1,3243
JUN,21496
FGGY,717
HOOK1,4392
CYP2J2,712
C1ORF87,50
NFIA,4312
TM2D1,4381
PATJ,23239
L1TD1,96
KANK4,896
USP1,10615
DOCK7,3635
ANGPTL3,100
ATG4C,1673
FOXD3,142
ALG6,2745
ITGB3BP,2057
EFCAB7,1107
PGM1,7504
ROR1,774
UBE2U,4
CACHD1,1339
RAVER2,2926
JAK1,6153
AK4,5587
DNAJC6,486
LEPROT,3157
LEPR,731
PDE4B,4251
SGIP1,816
TCTEX1D1,124
INSL5,48
WDR78,603
MIER1,7333
SLC35D1,1665
C1ORF141,49
IL23R,94
IL12RB2,787
SERBP1,9820
GADD45A,4091
GNG12,6857
DIRAS3,143
WLS,2478
RPE65,65
DEPDC1,1547
LRRC7,35
LRRC40,4247
SRSF11,4693
ANKRD13C,2668
HHLA3,1084
CTH,656
PTGER3,2948
ZRANB2,9023
NEGR1,459
LRRIQ3,178
FPGT,2328
TNNI3K,90
LRRC53,71
ERICH3,112
CRYZ,3744
TYW3,2851
LHX8,88
SLC44A5,464
ACADM,6582
RABGGTB,10033
MSH4,112
ASB17,49
ST6GALNAC3,267
ST6GALNAC5,1287
PIGK,2022
AK5,360
AC118549.1,4336
USP33,5890
MIGA1,3174
NEXN,870
FUBP1,12935
DNAJB4,3855
GIPC2,96
PTGFR,307
IFI44L,17869
IFI44,17860
ADGRL4,1589
ADGRL2,2705
TTLL7,938
PRKACB,2137
SAMD13,283
DNASE2B,140
RPF1,2443
GNG5,971
SPATA1,237
CTBS,3733
SSX2IP,1885
LPAR3,326
MCOLN2,550
WDR63,107
MCOLN3,483
SYDE2,2040
C1ORF52,3112
BCL10,4414
DDAH1,6294
CCN1,17155
ZNHIT6,5808
COL24A1,367
ODF2L,138
CLCA2,576
CLCA1,44
CLCA4,112
SH3GLB1,8849
SELENOF,9174
HS2ST1,3125
LMO4,6512
PKN2,4168
GTF2B,3338
KYAT3,1280
RBMXL1,1058
GBP3,2881
GBP1,7858
GBP2,4100
GBP7,60
GBP4,1482
GBP5,2598
GBP6,81
LRRC8B,1812
LRRC8C,851
LRRC8D,2417
ZNF326,3752
BARHL2,34
ZNF644,11510
HFM1,60
CDC7,1286
TGFBR3,580
BRDT,63
EPHX4,260
BTBD8,1007
C1ORF146,20
GLMN,1651
RPAP2,1571
GFI1,192
EVI5,2467
DIPK1A,648
MTF2,4244
TMED5,3220
CCDC18,956
DR1,5862
FNBP1L,8586
BCAR3,2238
DNTTIP2,5545
GCLM,3152
ABCA4,453
ARHGAP29,6264
ABCD3,5960
F3,1996
SLC44A3,1117
CNN3,32979
ALG14,1335
TLCD4,335
RWDD3,1720
PTBP2,1451
DPYD,3036
SNX7,1306
PLPPR5,77
PLPPR4,147
PALMD,814
FRRS1,1420
AGL,5939
SLC35A3,4182
MFSD14A,4047
SASS6,1022
TRMT13,2098
LRRC39,219
DBT,1452
RTCA,3812
CDC14A,1443
GPR88,69
VCAM1,2095
EXTL2,1186
SLC30A7,3497
DPH5,1856
S1PR1,707
OLFM3,53
COL11A1,12345
RNPC3,3435
AMY2A,57
PRMT6,1080
NTNG1,71
VAV3,8100
SLC25A24,7113
FAM102B,4475
HENMT1,2209
PRPF38B,6009
FNDC7,71
STXBP3,3025
GPSM2,4828
CLCC1,6451
WDR47,1596
TAF13,5374
TMEM167B,3858
C1ORF194,87
KIAA1324,12733
SARS,2576
CELSR2,967
PSRC1,1075
MYBPHL,26
SORT1,6426
PSMA5,1723
SYPL2,72
ATXN7L2,365
CYB561D1,685
AMIGO1,313
GPR61,84
GNAI3,11202
GNAT2,76
AMPD2,3752
GSTM1,12
GSTM3,11166
EPS8L3,61
CSF1,2438
AHCYL1,8212
STRIP1,2534
ALX3,272
UBL4B,57
SLC6A17,138
KCNC4,2231
RBM15,5984
SLC16A4,1070
LAMTOR5,3020
PROK1,64
KCNA10,57
KCNA2,69
KCNA3,195
CD53,2059
LRIF1,3657
DRAM2,4926
CEPT1,3545
DENND2D,2926
CHI3L2,1912
CHIA,61
PIFO,765
OVGP1,253
WDR77,4196
ATP5PB,4487
C1ORF162,1269
TMIGD3,220
ADORA3,407
RAP1A,7672
INKA2,366
DDX20,1170
KCND3,172
CTTNBP2NL,2215
WNT2B,232
ST7L,1816
CAPZA1,2196
MOV10,5683
RHOC,24836
PPM1J,1858
TAFA3,140
SLC16A1,5081
LRIG2,3220
MAGI3,3411
PHTF1,2693
RSBN1,2060
PTPN22,573
BCL2L15,34
AP4B1,2850
DCLRE1B,392
HIPK1,4229
OLFML3,2574
SYT6,72
TRIM33,5598
BCAS2,2829
DENND2C,217
AMPD1,95
NRAS,8084
CSDE1,16417
SIKE1,5138
SYCP1,73
TSHB,55
TSPAN2,698
NGF,134
VANGL1,2884
CASQ2,41
NHLH2,42
SLC22A15,1048
MAB21L3,67
ATP1A1,4651
CD58,1890
IGSF3,2535
CD2,1254
PTGFRN,4982
CD101,405
TTF2,2260
TRIM45,2464
VTCN1,11779
MAN1A2,3113
TENT5C,1469
GDAP2,3849
WDR3,3083
SPAG17,337
TBX15,292
WARS2,1871
HAO2,71
HSD3B2,40
HSD3B1,30
ZNF697,1355
PHGDH,11203
HMGCS2,612
REG4,45
ADAM30,68
NOTCH2,4920
SEC22B,9334
PPIAL4A,27
FCGR1B,265
NBPF20,909
PDZK1,507
CD160,55
RNF115,8558
POLR3C,3377
NUDT17,587
PIAS3,4294
ANKRD35,428
ITGA10,768
PEX11B,3435
RBM8A,1651
LIX1L,4304
ANKRD34A,340
POLR3GL,3003
TXNIP,15270
HJV,202
PRKAB2,1913
FMO5,852
BCL9,1989
ACP6,2332
GJA5,466
GJA8,78
GPR89B,986
NBPF11,514
PPIAL4G,394
NBPF19,111
FCGR1A,226
HIST2H2BE,5186
BOLA1,1439
SV2A,177
SF3B4,12473
MTMR11,1852
OTUD7B,5737
VPS45,8424
PLEKHO1,6718
ANP32E,6278
CA14,29
APH1A,11058
C1ORF54,1520
CIART,1163
PRPF3,11797
RPRD2,4694
TARS2,2016
ECM1,8239
ADAMTSL4,690
MCL1,51684
ENSA,10978
GOLPH3L,5547
HORMAD1,1043
CTSS,5424
CTSK,13924
ARNT,4107
CTXND2,128
SETDB1,6261
CERS2,14470
ANXA9,2223
MINDY1,3341
PRUNE1,1945
BNIPL,4420
C1ORF56,1325
CDC42SE1,13231
MLLT11,2093
GABPB2,2731
SEMA6C,763
TNFAIP8L2,233
SCNM1,4381
LYSMD1,958
TMOD4,4
VPS72,8387
PIP5K1A,6618
PSMD4,6538
ZNF687,2664
PI4KB,6488
RFX5,5501
SELENBP1,16356
PSMB4,11358
POGZ,10927
CGN,7827
TUFT1,10487
SNX27,5866
CELF3,381
RIIAD1,445
OAZ3,900
TDRKH,2096
LINGO4,150
RORC,2002
C2CD4D,550
THEM5,79
THEM4,1100
S100A10,42720
S100A11,13133
TCHHL1,59
TCHH,97
RPTN,47
HRNR,151
FLG,140
FLG2,44
CRNN,57
LCE5A,50
CRCT1,40
LCE3E,61
LCE3D,89
LCE3C,22
LCE3B,4
LCE3A,39
LCE2D,37
LCE2C,35
LCE2B,68
LCE2A,41
LCE4A,65
C1ORF68,66
KPRP,69
LCE1D,16
LCE1C,63
LCE1B,69
LCE1A,70
LCE6A,62
AL162596.1,32
SMCP,45
IVL,246
SPRR5,49
SPRR4,43
SPRR3,60
SPRR1B,129
SPRR2D,35
SPRR2A,14
SPRR2B,27
SPRR2E,33
SPRR2F,137
SPRR2G,65
LELP1,37
PRR9,76
LOR,66
PGLYRP3,113
PGLYRP4,79
S100A9,27223
S100A12,79
S100A8,7154
S100A7A,32
S100A7L2,28
S100A6,36124
S100A5,117
S100A4,5941
S100A3,187
S100A2,1094
S100A16,38643
S100A14,18236
S100A13,27912
S100A1,19575
CHTOP,12466
SNAPIN,3313
ILF2,11684
NPR1,532
INTS3,4943
SLC27A3,1962
GATAD2B,6682
DENND4B,3390
CRTC2,7327
SLC39A1,2759
CREB3L4,5941
JTB,8283
RAB13,18625
NUP210L,100
C1ORF189,162
C1ORF43,9261
UBAP2L,13887
HAX1,5081
AQP10,41
ATP8B2,1830
IL6R,591
SHE,322
TDRD10,139
UBE2Q1,7158
CHRNB2,139
ADAR,38929
KCNN3,167
PMVK,7334
PBXIP1,3905
PYGO2,3462
SHC1,9817
CKS1B,5891
FLAD1,5896
LENEP,59
ZBTB7B,10912
DCST2,410
DCST1,63
ADAM15,14978
EFNA4,2594
EFNA3,2323
EFNA1,10878
SLC50A1,6251
DPM3,2112
KRTCAP2,8240
TRIM46,604
MUC1,45620
THBS3,4034
MTX1,2528
GBA,5459
FAM189B,2543
SCAMP3,5223
CLK2,3149
HCN3,721
PKLR,67
FDPS,3840
RUSC1,8489
ASH1L,10147
MSTO1,5936
YY1AP1,5881
DAP3,17522
GON4L,6388
SYT11,543
RIT1,3575
KHDC4,10465
RXFP4,98
ARHGEF2,9608
SSR2,23020
UBQLN4,2685
LAMTOR2,7832
RAB25,9719
MEX3A,5237
LMNA,48591
SEMA4A,1702
SLC25A44,3973
PMF1,4856
BGLAP,1184
PAQR6,1554
SMG5,10503
TMEM79,2484
GLMP,3484
VHLL,116
CCT3,10240
TSACC,167
RHBG,143
C1ORF61,121
MEF2D,6669
IQGAP3,3231
TTC24,18
NAXE,8395
GPATCH4,5012
HAPLN2,48
BCAN,193
NES,7751
CRABP2,71170
ISG20L2,4043
RRNAD1,2650
HDGF,18403
PRCC,6561
SH2D2A,530
NTRK1,131
INSRR,58
PEAR1,405
LRRC71,61
ARHGEF11,3373
ETV3L,58
ETV3,3137
FCRL5,245
FCRL4,45
FCRL3,93
FCRL2,178
FCRL1,111
CD5L,51
KIRREL1,2431
CD1D,151
CD1A,109
CD1C,209
CD1B,66
CD1E,100
OR10T2,64
OR10K2,65
OR10K1,61
OR10R2,99
OR6Y1,72
OR6P1,75
OR10X1,81
OR10Z1,110
SPTA1,84
OR6K2,85
OR6K3,54
OR6N1,70
OR6K6,94
OR6N2,73
MNDA,895
PYHIN1,270
IFI16,6946
AIM2,315
CADM3,110
ACKR1,239
FCER1A,176
OR10J1,57
OR10J5,85
APCS,74
CRP,88
DUSP23,7099
FCRL6,159
SLAMF8,750
AL590560.2,12
VSIG8,255
CFAP45,798
TAGLN2,10665
IGSF9,2675
SLAMF9,127
KCNJ10,118
PIGM,1761
KCNJ9,82
IGSF8,4457
ATP1A2,82
ATP1A4,339
CASQ1,288
PEA15,18163
DCAF8,18058
PEX19,6203
COPA,20936
NCSTN,5803
NHLH1,132
VANGL2,3090
SLAMF6,361
CD84,823
SLAMF1,335
CD48,810
SLAMF7,483
LY9,245
CD244,41
ITLN1,89
ITLN2,124
F11R,10650
TSTD1,11457
USF1,6468
ARHGAP30,2133
NECTIN4,5660
KLHDC9,1942
PFDN2,17010
NIT1,3643
DEDD,8812
UFC1,14682
USP21,3785
PPOX,1842
B4GALT3,3781
ADAMTS4,2820
NDUFS2,13878
FCER1G,3445
APOA2,112
TOMM40L,1792
NR1I3,96
PCP4L1,119
MPZ,701
CFAP126,193
FCGR2A,2266
HSPA6,5148
FCGR3A,4721
FCGR3B,236
FCGR2B,868
FCRLA,110
FCRLB,89
DUSP12,3014
ATF6,6508
OLFML2B,3576
NOS1AP,468
SPATA46,105
C1ORF226,686
SH2D1B,52
UHMK1,12035
UAP1,10996
DDR2,1880
CCDC190,39
RGS4,1324
RGS5,3115
NUF2,2299
PBX1,17439
LMX1A,38
RXRG,79
LRRC52,115
MGST3,16724
ALDH9A1,9104
TMCO1,15745
UCK2,5995
FAM78B,291
POGK,10394
TADA1,1525
ILDR2,130
MAEL,95
GPA33,65
DUSP27,52
POU2F1,1598
CD247,257
CREG1,9532
RCSD1,1065
MPZL1,4229
ADCY10,154
MPC2,8732
DCAF6,7793
GPR161,1573
TIPRL,9779
SFT2D2,3756
TBX19,667
XCL2,95
XCL1,169
DPT,684
ATP1B1,12792
NME7,2407
BLZF1,4776
CCDC181,85
SLC19A2,3587
F5,174
SELP,160
C1ORF112,2441
SELL,798
SELE,213
METTL18,1641
SCYL3,2902
KIFAP3,5298
METTL11B,61
GORAB,2504
PRRX1,8267
MROH9,89
FMO3,151
FMO2,420
FMO1,679
FMO4,822
PRRC2C,9767
MYOCOS,72
MYOC,41
VAMP4,2514
EEF1AKNMT,6061
DNM3,473
PIGC,1869
C1ORF105,51
SUCO,6923
FASLG,276
TNFSF18,144
TNFSF4,607
PRDX6,3942
SLC9C2,50
ANKRD45,170
TEX50,49
KLHL20,2529
CENPL,2269
DARS2,3065
ZBTB37,2376
SERPINC1,108
RC3H1,7612
RABGAP1L,14300
TNN,231
KIAA0040,3703
TNR,66
COP1,3164
PAPPA2,68
ASTN1,82
BRINP2,281
SEC16B,594
RASAL2,3794
CLEC20A,79
TEX35,88
RALGPS2,6598
ANGPTL1,127
FAM20B,5546
TOR3A,3217
ABL2,4486
SOAT1,2568
AXDND1,220
NPHS2,54
TDRD5,1212
FAM163A,47
TOR1AIP2,4589
TOR1AIP1,3670
CEP350,6242
QSOX1,6363
LHX4,63
ACBD6,7198
XPR1,2953
KIAA1614,362
STX6,6568
IER5,5970
CACNA1E,54
ZNF648,147
GLUL,46838
TEDDM1,92
RGSL1,60
RNASEL,910
RGS16,1999
RGS8,51
NPL,2289
DHX9,7560
SHCBP1L,66
LAMC1,5287
LAMC2,1147
NMNAT2,196
SMG7,1643
NCF2,1972
ARPC5,6180
RGL1,2241
APOBEC4,112
COLGALT2,238
TSEN15,2255
C1ORF21,20751
EDEM3,9417
NIBAN1,1145
RNF2,1503
TRMT1L,3778
SWT1,1467
IVNS1ABP,7355
HMCN1,2162
PRG4,67
TPR,10849
ODR4,5235
PDC,54
PTGS2,412
PLA2G4A,607
BRINP3,60
RGS18,132
RGS21,44
RGS1,4922
RGS13,198
RGS2,2553
UCHL5,4145
RO60,8833
GLRX2,4266
CDC73,12180
B3GALT2,97
KCNT2,171
CFH,1824
CFHR3,109
CFHR4,118
CFHR2,75
CFHR5,56
F13B,121
ASPM,2309
ZBTB41,6222
CRB1,81
DENND1B,4794
C1ORF53,1066
LHX9,94
NEK7,8175
ATP6V1G3,77
PTPRC,581
NR5A2,320
ZNF281,3288
KIF14,1788
DDX59,3708
CAMSAP2,7178
GPR25,87
INAVA,2367
KIF21B,747
CACNA1S,123
ASCL5,82
TMEM9,8004
IGFN1,105
PKP1,755
TNNT2,329
LAD1,5336
TNNI1,41
PHLDA3,3894
CSRP1,38598
NAV1,3001
IPO9,6654
SHISA4,1639
LMOD1,1058
TIMM17A,7781
RNPEP,9368
ELF3,20350
GPR37L1,196
ARL8A,7919
PTPN7,712
LGR6,133
UBE2T,4254
PPP1R12B,6203
SYT2,8
KDM5B,12823
RABIF,3729
KLHL12,5527
ADIPOR1,12351
CYB5R1,5885
TMEM183A,12708
PPFIA4,1263
MYOG,92
ADORA1,1528
MYBPH,70
CHI3L1,3761
CHIT1,175
BTG2,12094
FMOD,1246
PRELP,3391
OPTC,69
ATP2B4,8165
LAX1,241
SNRPE,5965
SOX13,2807
ETNK2,3454
REN,70
KISS1,271
GOLT1A,396
PLEKHA6,4768
PPP1R15B,8813
PIK3C2B,3159
MDM4,19792
LRRN2,1418
NFASC,1177
CNTN2,39
TMEM81,493
RBBP5,2935
DSTYK,2380
TMCC2,305
NUAK2,1137
KLHDC8A,151
LEMD1,666
BLACAT1,342
CDK18,2195
MFSD4A,187
ELK4,5893
SLC45A3,351
NUCKS1,23846
RAB29,2802
SLC41A1,1861
PM20D1,58
SLC26A9,113
RAB7B,952
CTSE,96
RHEX,198
AVPR1B,85
IKBKE,1121
RASSF5,1330
EIF2D,5085
DYRK3,969
MAPKAPK2,13028
IL10,168
IL19,64
IL20,379
IL24,151
FCMR,778
PIGR,804
FCAMR,62
C1ORF116,1443
PFKFB2,1791
YOD1,1495
C4BPB,215
C4BPA,126
CD55,8314
CR2,43
CR1,232
CR1L,100
CD46,15717
CD34,1589
PLXNA2,1359
CAMK1G,145
