gene,count
FCER1A,2879
FCER2,1136
FCGBP,9545
FCGR1A,1028
FCGR2A,25327
FCGR2B,5171
FCGR3A,2073
FCGR3B,5010
FCMR,3041
FCN1,1773
FCN2,616
FCRL1,773
FCRL2,693
FCRL3,1673
FCRL4,528
FCRL5,1409
FCRLA,876
FDFT1,24481
FDPS,17018
FDX1,9685
FECH,7887
FEN1,10106
FENDRR,2631
FER,8410
FERMT3,1877
FES,5320
FETUB,1504
FEV,1144
FEZ1,947
FEZF1,903
FEZF2,142
FFAR1,1206
FGF1,4387
FGF10,1149
FGF13,2299
FGF19,822
FGF2,5223
FGF21,1058
FGF23,438
FGF4,630
FGF7,14676
FGF9,1062
FGFBP2,1021
FGFR1,21197
FGFR2,12188
FGFR3,48145
FGFR4,1242
FGR,3131
FH,13392
FHAD1,2264
FHL1,7169
FHL2,15291
FHL3,6607
FHOD1,3635
FIBCD1,700
FIBP,15291
FILIP1L,16313
FIP1L1,17480
FKBP11,9478
FKBP15,8505
FKTN,3916
FLCN,9535
FLI1,5494
FLII,45915
FLNB,21976
FLNC,2872
FLOT2,34932
FLRT3,761
FLT1,40428
FLT3,951
FLT3LG,7421
FLT4,4421
FLYWCH1,2356
FMC1,5051
FMN1,11057
FMN2,619
FMO3,949
FMO5,665
FMOD,33731
FN3KRP,18877
FNDC3A,11721
FNDC3B,34729
FNDC5,1304
FNTA,32793
FOLH1,1262
FOLR1,1162
