gene,count
LRRC71,54
ARHGEF11,3109
ETV3L,56
ETV3,2803
FCRL5,219
FCRL4,41
FCRL3,85
FCRL2,152
FCRL1,99
CD5L,45
KIRREL1,2112
CD1D,132
CD1A,98
CD1C,180
CD1B,52
CD1E,94
OR10T2,57
OR10K2,56
OR10K1,56
OR10R2,89
OR6Y1,69
OR6P1,65
OR10X1,71
OR10Z1,99
SPTA1,78
OR6K2,79
OR6K3,52
OR6N1,60
OR6K6,87
OR6N2,70
MNDA,755
PYHIN1,239
IFI16,5763
AIM2,249
CADM3,95
ACKR1,210
FCER1A,138
OR10J1,53
OR10J5,79
APCS,69
CRP,81
DUSP23,6285
FCRL6,145
SLAMF8,653
AL590560.2,12
VSIG8,238
CFAP45,744
TAGLN2,9379
IGSF9,2493
SLAMF9,111
KCNJ10,107
PIGM,1617
KCNJ9,75
IGSF8,4059
ATP1A2,72
ATP1A4,319
CASQ1,272
PEA15,15852
DCAF8,16481
PEX19,5624
COPA,18884
NCSTN,5204
NHLH1,126
VANGL2,2862
SLAMF6,321
CD84,689
SLAMF1,297
CD48,680
SLAMF7,408
LY9,220
CD244,35
ITLN1,80
ITLN2,112
F11R,9735
TSTD1,10381
USF1,5877
ARHGAP30,1894
NECTIN4,5238
KLHDC9,1745
PFDN2,15074
NIT1,3298
DEDD,7903
UFC1,13145
USP21,3460
PPOX,1669
B4GALT3,3464
ADAMTS4,2497
NDUFS2,12577
FCER1G,2844
APOA2,104
TOMM40L,1605
NR1I3,88
PCP4L1,106
MPZ,631
CFAP126,173
FCGR2A,1929
HSPA6,4517
FCGR3A,3849
FCGR3B,200
FCGR2B,705
FCRLA,97
FCRLB,81
DUSP12,2715
ATF6,5886
OLFML2B,2981
NOS1AP,445
SPATA46,96
C1ORF226,646
SH2D1B,47
UHMK1,10878
UAP1,9868
DDR2,1526
CCDC190,32
RGS4,1071
RGS5,2731
NUF2,2131
PBX1,15942
LMX1A,33
RXRG,68
LRRC52,111
MGST3,15021
ALDH9A1,8097
TMCO1,14134
UCK2,5396
FAM78B,261
POGK,9350
TADA1,1373
ILDR2,110
MAEL,81
GPA33,62
DUSP27,47
POU2F1,1426
CD247,222
CREG1,8291
RCSD1,925
MPZL1,3823
ADCY10,144
MPC2,7755
DCAF6,6970
GPR161,1393
TIPRL,8719
SFT2D2,3408
TBX19,602
XCL2,84
XCL1,155
DPT,536
ATP1B1,11607
NME7,2152
BLZF1,4279
CCDC181,81
SLC19A2,3354
F5,159
SELP,141
C1ORF112,2224
SELL,691
SELE,182
METTL18,1495
SCYL3,2682
KIFAP3,4641
METTL11B,48
GORAB,2261
PRRX1,6647
MROH9,78
FMO3,126
FMO2,355
FMO1,542
FMO4,751
PRRC2C,8843
